step,parsimony_before,parsimony_after,parsimony_diff,logl_before,logl_after,logl_diff,rf_before,rf_after,rf_diff
1984,113441,113440,-1,-462903,-462806,96.2225,194,194,0
1985,113440,113340,-100,-462806,-461035,1771.08,194,194,0
1986,113340,113337,-3,-461035,-461884,-848.696,194,194,0
1988,113337,113200,-137,-461884,-460103,1781.18,194,194,0
1989,113200,113271,71,-460103,-460311,-208.615,194,194,0
1990,113271,113297,26,-460311,-460587,-275.382,194,194,0
1991,113297,113379,82,-460587,-460117,469.867,194,194,0
1992,113379,113366,-13,-460117,-460839,-722.525,194,194,0
1993,113366,113366,0,-460839,-457676,3163.31,194,194,0
1994,113366,113369,3,-457676,-457699,-22.8519,194,194,0
1995,113369,113266,-103,-457699,-457145,553.712,194,194,0
1996,113266,113609,343,-457145,-456447,698.686,194,194,0
1997,113609,113660,51,-456447,-456612,-165.735,194,194,0
1998,113660,113703,43,-456612,-456837,-224.859,194,194,0
1999,113703,113671,-32,-456837,-457277,-439.355,194,194,0
2000,113671,113649,-22,-457277,-457684,-407.891,194,194,0
