unit_id,logical_edge_id,endpoint_a,endpoint_b,edge_flow
S_m0014_a0006_j0000,right_arm,branch,right,8
S_m0014_a0006_j0001,upper_arm,upper,branch,14
S_m0014_a0006_j0001,left_arm,branch,left,6
S_m0014_a0006_j0001,right_arm,branch,right,8
S_m0014_a0007_j0000,upper_arm,upper,branch,14
S_m0014_a0007_j0000,left_arm,branch,left,7
S_m0014_a0007_j0000,right_arm,branch,right,7
S_m0014_a0007_j0001,upper_arm,upper,branch,14
S_m0014_a0007_j0001,left_arm,branch,left,7
S_m0014_a0007_j0001,right_arm,branch,right,7
S_m0015_a0001_j0000,upper_arm,upper,branch,15
S_m0015_a0001_j0000,left_arm,branch,left,1
S_m0015_a0001_j0000,right_arm,branch,right,14
S_m0015_a0001_j0001,upper_arm,upper,branch,15
S_m0015_a0001_j0001,left_arm,branch,left,1
S_m0015_a0001_j0001,right_arm,branch,right,14
S_m0015_a0002_j0000,upper_arm,upper,branch,15
S_m0015_a0002_j0000,left_arm,branch,left,2
S_m0015_a0002_j0000,right_arm,branch,right,13
S_m0015_a0002_j0001,upper_arm,upper,branch,15
S_m0015_a0002_j0001,left_arm,branch,left,2
S_m0015_a0002_j0001,right_arm,branch,right,13
S_m0015_a0003_j0000,upper_arm,upper,branch,15
S_m0015_a0003_j0000,left_arm,branch,left,3
S_m0015_a0003_j0000,right_arm,branch,right,12
S_m0015_a0003_j0001,upper_arm,upper,branch,15
S_m0015_a0003_j0001,left_arm,branch,left,3
S_m0015_a0003_j0001,right_arm,branch,right,12
S_m0015_a0004_j0000,upper_arm,upper,branch,15
S_m0015_a0004_j0000,left_arm,branch,left,4
S_m0015_a0004_j0000,right_arm,branch,right,11
S_m0015_a0004_j0001,upper_arm,upper,branch,15
S_m0015_a0004_j0001,left_arm,branch,left,4
S_m0015_a0004_j0001,right_arm,branch,right,11
S_m0015_a0005_j0000,upper_arm,upper,branch,15
S_m0015_a0005_j0000,left_arm,branch,left,5
S_m0015_a0005_j0000,right_arm,branch,right,10
S_m0015_a0005_j0001,upper_arm,upper,branch,15
S_m0015_a0005_j0001,left_arm,branch,left,5
S_m0015_a0005_j0001,right_arm,branch,right,10
S_m0015_a0006_j0000,upper_arm,upper,branch,15
S_m0015_a0006_j0000,left_arm,branch,left,6
S_m0015_a0006_j0000,right_arm,branch,right,9
S_m0015_a0006_j0001,upper_arm,upper,branch,15
S_m0015_a0006_j0001,left_arm,branch,left,6
S_m0015_a0006_j0001,right_arm,branch,right,9
S_m0015_a0007_j0000,upper_arm,upper,branch,15
S_m0015_a0007_j0000,left_arm,branch,left,7
S_m0015_a0007_j0000,right_arm,branch,right,8
S_m0015_a0007_j0001,upper_arm,upper,branch,15
S_m0015_a0007_j0001,left_arm,branch,left,7
S_m0015_a0007_j0001,right_arm,branch,right,8
S_m0016_a0001_j0000,upper_arm,upper,branch,16
S_m0016_a0001_j0000,left_arm,branch,left,1
S_m0016_a0001_j0000,right_arm,branch,right,15
S_m0016_a0002_j0000,upper_arm,upper,branch,16
S_m0016_a0002_j0000,left_arm,branch,left,2
S_m0016_a0002_j0000,right_arm,branch,right,14
S_m0016_a0003_j0000,upper_arm,upper,branch,16
S_m0016_a0003_j0000,left_arm,branch,left,3
S_m0016_a0003_j0000,right_arm,branch,right,13
S_m0016_a0004_j0000,upper_arm,upper,branch,16
S_m0016_a0004_j0000,left_arm,branch,left,4
S_m0016_a0004_j0000,right_arm,branch,right,12
S_m0016_a0005_j0000,upper_arm,upper,branch,16
S_m0016_a0005_j0000,left_arm,branch,left,5
S_m0016_a0005_j0000,right_arm,branch,right,11
S_m0016_a0006_j0000,upper_arm,upper,branch,16
S_m0016_a0006_j0000,left_arm,branch,left,6
S_m0016_a0006_j0000,right_arm,branch,right,10
S_m0016_a0007_j0000,upper_arm,upper,branch,16
S_m0016_a0007_j0000,left_arm,branch,left,7
S_m0016_a0007_j0000,right_arm,branch,right,9
S_m0016_a0008_j0000,upper_arm,upper,branch,16
S_m0016_a0008_j0000,left_arm,branch,left,8
S_m0016_a0008_j0000,right_arm,branch,right,8
S_m0017_a0001_j0000,upper_arm,upper,branch,17
S_m0017_a0001_j0000,left_arm,branch,left,1
S_m0017_a0001_j0000,right_arm,branch,right,16
S_m0017_a0002_j0000,upper_arm,upper,branch,17
S_m0017_a0002_j0000,left_arm,branch,left,2
S_m0017_a0002_j0000,right_arm,branch,right,15
S_m0017_a0003_j0000,upper_arm,upper,branch,17
S_m0017_a0003_j0000,left_arm,branch,left,3
S_m0017_a0003_j0000,right_arm,branch,right,14
S_m0017_a0004_j0000,upper_arm,upper,branch,17
S_m0017_a0004_j0000,left_arm,branch,left,4
S_m0017_a0004_j0000,right_arm,branch,right,13
S_m0017_a0005_j0000,upper_arm,upper,branch,17
S_m0017_a0005_j0000,left_arm,branch,left,5
S_m0017_a0005_j0000,right_arm,branch,right,12
S_m0017_a0006_j0000,upper_arm,upper,branch,17
S_m0017_a0006_j0000,left_arm,branch,left,6
S_m0017_a0006_j0000,right_arm,branch,right,11
S_m0017_a0007_j0000,upper_arm,upper,branch,17
S_m0017_a0007_j0000,left_arm,branch,left,7
S_m0017_a0007_j0000,right_arm,branch,right,10
S_m0017_a0008_j0000,upper_arm,upper,branch,17
S_m0017_a0008_j0000,left_arm,branch,left,8
S_m0017_a0008_j0000,right_arm,branch,right,9
S_m0018_a0001_j0000,upper_arm,upper,branch,18
S_m0018_a0001_j0000,left_arm,branch,left,1
S_m0018_a0001_j0000,right_arm,branch,right,17
S_m0018_a0002_j0000,upper_arm,upper,branch,18
S_m0018_a0002_j0000,left_arm,branch,left,2
S_m0018_a0002_j0000,right_arm,branch,right,16
S_m0018_a0003_j0000,upper_arm,upper,branch,18
S_m0018_a0003_j0000,left_arm,branch,left,3
S_m0018_a0003_j0000,right_arm,branch,right,15
S_m0018_a0004_j0000,upper_arm,upper,branch,18
S_m0018_a0004_j0000,left_arm,branch,left,4
S_m0018_a0004_j0000,right_arm,branch,right,14
S_m0018_a0005_j0000,upper_arm,upper,branch,18
S_m0018_a0005_j0000,left_arm,branch,left,5
S_m0018_a0005_j0000,right_arm,branch,right,13
S_m0018_a0006_j0000,upper_arm,upper,branch,18
S_m0018_a0006_j0000,left_arm,branch,left,6
S_m0018_a0006_j0000,right_arm,branch,right,12
S_m0018_a0007_j0000,upper_arm,upper,branch,18
S_m0018_a0007_j0000,left_arm,branch,left,7
S_m0018_a0007_j0000,right_arm,branch,right,11
S_m0018_a0008_j0000,upper_arm,upper,branch,18
S_m0018_a0008_j0000,left_arm,branch,left,8
S_m0018_a0008_j0000,right_arm,branch,right,10
S_m0018_a0009_j0000,upper_arm,upper,branch,18
S_m0018_a0009_j0000,left_arm,branch,left,9
S_m0018_a0009_j0000,right_arm,branch,right,9
S_m0019_a0001_j0000,upper_arm,upper,branch,19
S_m0019_a0001_j0000,left_arm,branch,left,1
S_m0019_a0001_j0000,right_arm,branch,right,18
S_m0019_a0002_j0000,upper_arm,upper,branch,19
S_m0019_a0002_j0000,left_arm,branch,left,2
S_m0019_a0002_j0000,right_arm,branch,right,17
S_m0019_a0003_j0000,upper_arm,upper,branch,19
S_m0019_a0003_j0000,left_arm,branch,left,3
S_m0019_a0003_j0000,right_arm,branch,right,16
S_m0019_a0004_j0000,upper_arm,upper,branch,19
S_m0019_a0004_j0000,left_arm,branch,left,4
S_m0019_a0004_j0000,right_arm,branch,right,15
S_m0019_a0005_j0000,upper_arm,upper,branch,19
S_m0019_a0005_j0000,left_arm,branch,left,5
S_m0019_a0005_j0000,right_arm,branch,right,14
S_m0019_a0006_j0000,upper_arm,upper,branch,19
S_m0019_a0006_j0000,left_arm,branch,left,6
S_m0019_a0006_j0000,right_arm,branch,right,13
S_m0019_a0007_j0000,upper_arm,upper,branch,19
S_m0019_a0007_j0000,left_arm,branch,left,7
S_m0019_a0007_j0000,right_arm,branch,right,12
S_m0019_a0008_j0000,upper_arm,upper,branch,19
S_m0019_a0008_j0000,left_arm,branch,left,8
S_m0019_a0008_j0000,right_arm,branch,right,11
S_m0019_a0009_j0000,upper_arm,upper,branch,19
S_m0019_a0009_j0000,left_arm,branch,left,9
S_m0019_a0009_j0000,right_arm,branch,right,10
S_m0020_a0001_j0000,upper_arm,upper,branch,20
S_m0020_a0001_j0000,left_arm,branch,left,1
S_m0020_a0001_j0000,right_arm,branch,right,19
S_m0020_a0002_j0000,upper_arm,upper,branch,20
S_m0020_a0002_j0000,left_arm,branch,left,2
S_m0020_a0002_j0000,right_arm,branch,right,18
S_m0020_a0003_j0000,upper_arm,upper,branch,20
S_m0020_a0003_j0000,left_arm,branch,left,3
S_m0020_a0003_j0000,right_arm,branch,right,17
S_m0020_a0004_j0000,upper_arm,upper,branch,20
S_m0020_a0004_j0000,left_arm,branch,left,4
S_m0020_a0004_j0000,right_arm,branch,right,16
S_m0020_a0005_j0000,upper_arm,upper,branch,20
S_m0020_a0005_j0000,left_arm,branch,left,5
S_m0020_a0005_j0000,right_arm,branch,right,15
S_m0020_a0006_j0000,upper_arm,upper,branch,20
S_m0020_a0006_j0000,left_arm,branch,left,6
S_m0020_a0006_j0000,right_arm,branch,right,14
S_m0020_a0007_j0000,upper_arm,upper,branch,20
S_m0020_a0007_j0000,left_arm,branch,left,7
S_m0020_a0007_j0000,right_arm,branch,right,13
S_m0020_a0008_j0000,upper_arm,upper,branch,20
S_m0020_a0008_j0000,left_arm,branch,left,8
S_m0020_a0008_j0000,right_arm,branch,right,12
S_m0020_a0009_j0000,upper_arm,upper,branch,20
S_m0020_a0009_j0000,left_arm,branch,left,9
S_m0020_a0009_j0000,right_arm,branch,right,11
S_m0020_a0010_j0000,upper_arm,upper,branch,20
S_m0020_a0010_j0000,left_arm,branch,left,10
S_m0020_a0010_j0000,right_arm,branch,right,10
S_m0021_a0001_j0000,upper_arm,upper,branch,21
S_m0021_a0001_j0000,left_arm,branch,left,1
S_m0021_a0001_j0000,right_arm,branch,right,20
S_m0021_a0002_j0000,upper_arm,upper,branch,21
S_m0021_a0002_j0000,left_arm,branch,left,2
S_m0021_a0002_j0000,right_arm,branch,right,19
S_m0021_a0003_j0000,upper_arm,upper,branch,21
S_m0021_a0003_j0000,left_arm,branch,left,3
S_m0021_a0003_j0000,right_arm,branch,right,18
S_m0021_a0004_j0000,upper_arm,upper,branch,21
S_m0021_a0004_j0000,left_arm,branch,left,4
S_m0021_a0004_j0000,right_arm,branch,right,17
S_m0021_a0005_j0000,upper_arm,upper,branch,21
S_m0021_a0005_j0000,left_arm,branch,left,5
S_m0021_a0005_j0000,right_arm,branch,right,16
S_m0021_a0006_j0000,upper_arm,upper,branch,21
S_m0021_a0006_j0000,left_arm,branch,left,6
S_m0021_a0006_j0000,right_arm,branch,right,15
S_m0021_a0007_j0000,upper_arm,upper,branch,21
S_m0021_a0007_j0000,left_arm,branch,left,7
S_m0021_a0007_j0000,right_arm,branch,right,14
S_m0021_a0008_j0000,upper_arm,upper,branch,21
S_m0021_a0008_j0000,left_arm,branch,left,8
S_m0021_a0008_j0000,right_arm,branch,right,13
S_m0021_a0009_j0000,upper_arm,upper,branch,21
S_m0021_a0009_j0000,left_arm,branch,left,9
S_m0021_a0009_j0000,right_arm,branch,right,12
S_m0021_a0010_j0000,upper_arm,upper,branch,21
S_m0021_a0010_j0000,left_arm,branch,left,10
S_m0021_a0010_j0000,right_arm,branch,right,11
S_m0022_a0001_j0000,upper_arm,upper,branch,22
S_m0022_a0001_j0000,left_arm,branch,left,1
S_m0022_a0001_j0000,right_arm,branch,right,21
S_m0022_a0002_j0000,upper_arm,upper,branch,22
S_m0022_a0002_j0000,left_arm,branch,left,2
S_m0022_a0002_j0000,right_arm,branch,right,20
S_m0022_a0003_j0000,upper_arm,upper,branch,22
S_m0022_a0003_j0000,left_arm,branch,left,3
S_m0022_a0003_j0000,right_arm,branch,right,19
S_m0022_a0004_j0000,upper_arm,upper,branch,22
S_m0022_a0004_j0000,left_arm,branch,left,4
S_m0022_a0004_j0000,right_arm,branch,right,18
S_m0022_a0005_j0000,upper_arm,upper,branch,22
S_m0022_a0005_j0000,left_arm,branch,left,5
S_m0022_a0005_j0000,right_arm,branch,right,17
S_m0022_a0006_j0000,upper_arm,upper,branch,22
S_m0022_a0006_j0000,left_arm,branch,left,6
S_m0022_a0006_j0000,right_arm,branch,right,16
S_m0022_a0007_j0000,upper_arm,upper,branch,22
S_m0022_a0007_j0000,left_arm,branch,left,7
S_m0022_a0007_j0000,right_arm,branch,right,15
S_m0022_a0008_j0000,upper_arm,upper,branch,22
S_m0022_a0008_j0000,left_arm,branch,left,8
S_m0022_a0008_j0000,right_arm,branch,right,14
S_m0022_a0009_j0000,upper_arm,upper,branch,22
S_m0022_a0009_j0000,left_arm,branch,left,9
S_m0022_a0009_j0000,right_arm,branch,right,13
S_m0022_a0010_j0000,upper_arm,upper,branch,22
S_m0022_a0010_j0000,left_arm,branch,left,10
S_m0022_a0010_j0000,right_arm,branch,right,12
S_m0022_a0011_j0000,upper_arm,upper,branch,22
S_m0022_a0011_j0000,left_arm,branch,left,11
S_m0022_a0011_j0000,right_arm,branch,right,11
S_m0023_a0001_j0000,upper_arm,upper,branch,23
S_m0023_a0001_j0000,left_arm,branch,left,1
S_m0023_a0001_j0000,right_arm,branch,right,22
S_m0023_a0002_j0000,upper_arm,upper,branch,23
S_m0023_a0002_j0000,left_arm,branch,left,2
S_m0023_a0002_j0000,right_arm,branch,right,21
S_m0023_a0003_j0000,upper_arm,upper,branch,23
S_m0023_a0003_j0000,left_arm,branch,left,3
S_m0023_a0003_j0000,right_arm,branch,right,20
S_m0023_a0004_j0000,upper_arm,upper,branch,23
S_m0023_a0004_j0000,left_arm,branch,left,4
S_m0023_a0004_j0000,right_arm,branch,right,19
S_m0023_a0005_j0000,upper_arm,upper,branch,23
S_m0023_a0005_j0000,left_arm,branch,left,5
S_m0023_a0005_j0000,right_arm,branch,right,18
S_m0023_a0006_j0000,upper_arm,upper,branch,23
S_m0023_a0006_j0000,left_arm,branch,left,6
S_m0023_a0006_j0000,right_arm,branch,right,17
S_m0023_a0007_j0000,upper_arm,upper,branch,23
S_m0023_a0007_j0000,left_arm,branch,left,7
S_m0023_a0007_j0000,right_arm,branch,right,16
S_m0023_a0008_j0000,upper_arm,upper,branch,23
S_m0023_a0008_j0000,left_arm,branch,left,8
S_m0023_a0008_j0000,right_arm,branch,right,15
S_m0023_a0009_j0000,upper_arm,upper,branch,23
S_m0023_a0009_j0000,left_arm,branch,left,9
S_m0023_a0009_j0000,right_arm,branch,right,14
S_m0023_a0010_j0000,upper_arm,upper,branch,23
S_m0023_a0010_j0000,left_arm,branch,left,10
S_m0023_a0010_j0000,right_arm,branch,right,13
S_m0023_a0011_j0000,upper_arm,upper,branch,23
S_m0023_a0011_j0000,left_arm,branch,left,11
S_m0023_a0011_j0000,right_arm,branch,right,12
S_m0024_a0001_j0000,upper_arm,upper,branch,24
S_m0024_a0001_j0000,left_arm,branch,left,1
S_m0024_a0001_j0000,right_arm,branch,right,23
S_m0024_a0002_j0000,upper_arm,upper,branch,24
S_m0024_a0002_j0000,left_arm,branch,left,2
S_m0024_a0002_j0000,right_arm,branch,right,22
S_m0024_a0003_j0000,upper_arm,upper,branch,24
S_m0024_a0003_j0000,left_arm,branch,left,3
S_m0024_a0003_j0000,right_arm,branch,right,21
S_m0024_a0004_j0000,upper_arm,upper,branch,24
S_m0024_a0004_j0000,left_arm,branch,left,4
S_m0024_a0004_j0000,right_arm,branch,right,20
S_m0024_a0005_j0000,upper_arm,upper,branch,24
S_m0024_a0005_j0000,left_arm,branch,left,5
S_m0024_a0005_j0000,right_arm,branch,right,19
S_m0024_a0006_j0000,upper_arm,upper,branch,24
S_m0024_a0006_j0000,left_arm,branch,left,6
S_m0024_a0006_j0000,right_arm,branch,right,18
S_m0024_a0007_j0000,upper_arm,upper,branch,24
S_m0024_a0007_j0000,left_arm,branch,left,7
S_m0024_a0007_j0000,right_arm,branch,right,17
S_m0024_a0008_j0000,upper_arm,upper,branch,24
S_m0024_a0008_j0000,left_arm,branch,left,8
S_m0024_a0008_j0000,right_arm,branch,right,16
S_m0024_a0009_j0000,upper_arm,upper,branch,24
S_m0024_a0009_j0000,left_arm,branch,left,9
S_m0024_a0009_j0000,right_arm,branch,right,15
S_m0024_a0010_j0000,upper_arm,upper,branch,24
S_m0024_a0010_j0000,left_arm,branch,left,10
S_m0024_a0010_j0000,right_arm,branch,right,14
S_m0024_a0011_j0000,upper_arm,upper,branch,24
S_m0024_a0011_j0000,left_arm,branch,left,11
S_m0024_a0011_j0000,right_arm,branch,right,13
S_m0024_a0012_j0000,upper_arm,upper,branch,24
S_m0024_a0012_j0000,left_arm,branch,left,12
S_m0024_a0012_j0000,right_arm,branch,right,12
S_m0025_a0001_j0000,upper_arm,upper,branch,25
S_m0025_a0001_j0000,left_arm,branch,left,1
S_m0025_a0001_j0000,right_arm,branch,right,24
S_m0025_a0002_j0000,upper_arm,upper,branch,25
S_m0025_a0002_j0000,left_arm,branch,left,2
S_m0025_a0002_j0000,right_arm,branch,right,23
S_m0025_a0003_j0000,upper_arm,upper,branch,25
S_m0025_a0003_j0000,left_arm,branch,left,3
S_m0025_a0003_j0000,right_arm,branch,right,22
S_m0025_a0004_j0000,upper_arm,upper,branch,25
S_m0025_a0004_j0000,left_arm,branch,left,4
S_m0025_a0004_j0000,right_arm,branch,right,21
S_m0025_a0005_j0000,upper_arm,upper,branch,25
S_m0025_a0005_j0000,left_arm,branch,left,5
S_m0025_a0005_j0000,right_arm,branch,right,20
S_m0025_a0006_j0000,upper_arm,upper,branch,25
S_m0025_a0006_j0000,left_arm,branch,left,6
S_m0025_a0006_j0000,right_arm,branch,right,19
S_m0025_a0007_j0000,upper_arm,upper,branch,25
S_m0025_a0007_j0000,left_arm,branch,left,7
S_m0025_a0007_j0000,right_arm,branch,right,18
S_m0025_a0008_j0000,upper_arm,upper,branch,25
S_m0025_a0008_j0000,left_arm,branch,left,8
S_m0025_a0008_j0000,right_arm,branch,right,17
S_m0025_a0009_j0000,upper_arm,upper,branch,25
S_m0025_a0009_j0000,left_arm,branch,left,9
S_m0025_a0009_j0000,right_arm,branch,right,16
S_m0025_a0010_j0000,upper_arm,upper,branch,25
S_m0025_a0010_j0000,left_arm,branch,left,10
S_m0025_a0010_j0000,right_arm,branch,right,15
S_m0025_a0011_j0000,upper_arm,upper,branch,25
S_m0025_a0011_j0000,left_arm,branch,left,11
S_m0025_a0011_j0000,right_arm,branch,right,14
S_m0025_a0012_j0000,upper_arm,upper,branch,25
S_m0025_a0012_j0000,left_arm,branch,left,12
S_m0025_a0012_j0000,right_arm,branch,right,13
S_m0026_a0001_j0000,upper_arm,upper,branch,26
S_m0026_a0001_j0000,left_arm,branch,left,1
S_m0026_a0001_j0000,right_arm,branch,right,25
S_m0026_a0002_j0000,upper_arm,upper,branch,26
S_m0026_a0002_j0000,left_arm,branch,left,2
S_m0026_a0002_j0000,right_arm,branch,right,24
S_m0026_a0003_j0000,upper_arm,upper,branch,26
S_m0026_a0003_j0000,left_arm,branch,left,3
S_m0026_a0003_j0000,right_arm,branch,right,23
S_m0026_a0004_j0000,upper_arm,upper,branch,26
S_m0026_a0004_j0000,left_arm,branch,left,4
S_m0026_a0004_j0000,right_arm,branch,right,22
S_m0026_a0005_j0000,upper_arm,upper,branch,26
S_m0026_a0005_j0000,left_arm,branch,left,5
S_m0026_a0005_j0000,right_arm,branch,right,21
S_m0026_a0006_j0000,upper_arm,upper,branch,26
S_m0026_a0006_j0000,left_arm,branch,left,6
S_m0026_a0006_j0000,right_arm,branch,right,20
S_m0026_a0007_j0000,upper_arm,upper,branch,26
S_m0026_a0007_j0000,left_arm,branch,left,7
S_m0026_a0007_j0000,right_arm,branch,right,19
S_m0026_a0008_j0000,upper_arm,upper,branch,26
S_m0026_a0008_j0000,left_arm,branch,left,8
S_m0026_a0008_j0000,right_arm,branch,right,18
S_m0026_a0009_j0000,upper_arm,upper,branch,26
S_m0026_a0009_j0000,left_arm,branch,left,9
S_m0026_a0009_j0000,right_arm,branch,right,17
S_m0026_a0010_j0000,upper_arm,upper,branch,26
S_m0026_a0010_j0000,left_arm,branch,left,10
S_m0026_a0010_j0000,right_arm,branch,right,16
S_m0026_a0011_j0000,upper_arm,upper,branch,26
S_m0026_a0011_j0000,left_arm,branch,left,11
S_m0026_a0011_j0000,right_arm,branch,right,15
S_m0026_a0012_j0000,upper_arm,upper,branch,26
S_m0026_a0012_j0000,left_arm,branch,left,12
S_m0026_a0012_j0000,right_arm,branch,right,14
S_m0026_a0013_j0000,upper_arm,upper,branch,26
S_m0026_a0013_j0000,left_arm,branch,left,13
S_m0026_a0013_j0000,right_arm,branch,right,13
S_m0027_a0001_j0000,upper_arm,upper,branch,27
S_m0027_a0001_j0000,left_arm,branch,left,1
S_m0027_a0001_j0000,right_arm,branch,right,26
S_m0027_a0002_j0000,upper_arm,upper,branch,27
S_m0027_a0002_j0000,left_arm,branch,left,2
S_m0027_a0002_j0000,right_arm,branch,right,25
S_m0027_a0003_j0000,upper_arm,upper,branch,27
S_m0027_a0003_j0000,left_arm,branch,left,3
S_m0027_a0003_j0000,right_arm,branch,right,24
S_m0027_a0004_j0000,upper_arm,upper,branch,27
S_m0027_a0004_j0000,left_arm,branch,left,4
S_m0027_a0004_j0000,right_arm,branch,right,23
S_m0027_a0005_j0000,upper_arm,upper,branch,27
S_m0027_a0005_j0000,left_arm,branch,left,5
S_m0027_a0005_j0000,right_arm,branch,right,22
S_m0027_a0006_j0000,upper_arm,upper,branch,27
S_m0027_a0006_j0000,left_arm,branch,left,6
S_m0027_a0006_j0000,right_arm,branch,right,21
S_m0027_a0007_j0000,upper_arm,upper,branch,27
S_m0027_a0007_j0000,left_arm,branch,left,7
S_m0027_a0007_j0000,right_arm,branch,right,20
S_m0027_a0008_j0000,upper_arm,upper,branch,27
S_m0027_a0008_j0000,left_arm,branch,left,8
S_m0027_a0008_j0000,right_arm,branch,right,19
S_m0027_a0009_j0000,upper_arm,upper,branch,27
S_m0027_a0009_j0000,left_arm,branch,left,9
S_m0027_a0009_j0000,right_arm,branch,right,18
S_m0027_a0010_j0000,upper_arm,upper,branch,27
S_m0027_a0010_j0000,left_arm,branch,left,10
S_m0027_a0010_j0000,right_arm,branch,right,17
S_m0027_a0011_j0000,upper_arm,upper,branch,27
S_m0027_a0011_j0000,left_arm,branch,left,11
S_m0027_a0011_j0000,right_arm,branch,right,16
S_m0027_a0012_j0000,upper_arm,upper,branch,27
S_m0027_a0012_j0000,left_arm,branch,left,12
S_m0027_a0012_j0000,right_arm,branch,right,15
S_m0027_a0013_j0000,upper_arm,upper,branch,27
S_m0027_a0013_j0000,left_arm,branch,left,13
S_m0027_a0013_j0000,right_arm,branch,right,14
S_m0028_a0001_j0000,upper_arm,upper,branch,28
S_m0028_a0001_j0000,left_arm,branch,left,1
S_m0028_a0001_j0000,right_arm,branch,right,27
S_m0028_a0002_j0000,upper_arm,upper,branch,28
S_m0028_a0002_j0000,left_arm,branch,left,2
S_m0028_a0002_j0000,right_arm,branch,right,26
S_m0028_a0003_j0000,upper_arm,upper,branch,28
S_m0028_a0003_j0000,left_arm,branch,left,3
S_m0028_a0003_j0000,right_arm,branch,right,25
S_m0028_a0004_j0000,upper_arm,upper,branch,28
S_m0028_a0004_j0000,left_arm,branch,left,4
S_m0028_a0004_j0000,right_arm,branch,right,24
S_m0028_a0005_j0000,upper_arm,upper,branch,28
S_m0028_a0005_j0000,left_arm,branch,left,5
S_m0028_a0005_j0000,right_arm,branch,right,23
S_m0028_a0006_j0000,upper_arm,upper,branch,28
S_m0028_a0006_j0000,left_arm,branch,left,6
S_m0028_a0006_j0000,right_arm,branch,right,22
S_m0028_a0007_j0000,upper_arm,upper,branch,28
S_m0028_a0007_j0000,left_arm,branch,left,7
S_m0028_a0007_j0000,right_arm,branch,right,21
S_m0028_a0008_j0000,upper_arm,upper,branch,28
S_m0028_a0008_j0000,left_arm,branch,left,8
S_m0028_a0008_j0000,right_arm,branch,right,20
S_m0028_a0009_j0000,upper_arm,upper,branch,28
S_m0028_a0009_j0000,left_arm,branch,left,9
S_m0028_a0009_j0000,right_arm,branch,right,19
S_m0028_a0010_j0000,upper_arm,upper,branch,28
S_m0028_a0010_j0000,left_arm,branch,left,10
S_m0028_a0010_j0000,right_arm,branch,right,18
S_m0028_a0011_j0000,upper_arm,upper,branch,28
S_m0028_a0011_j0000,left_arm,branch,left,11
S_m0028_a0011_j0000,right_arm,branch,right,17
S_m0028_a0012_j0000,upper_arm,upper,branch,28
S_m0028_a0012_j0000,left_arm,branch,left,12
S_m0028_a0012_j0000,right_arm,branch,right,16
S_m0028_a0013_j0000,upper_arm,upper,branch,28
S_m0028_a0013_j0000,left_arm,branch,left,13
S_m0028_a0013_j0000,right_arm,branch,right,15
S_m0028_a0014_j0000,upper_arm,upper,branch,28
S_m0028_a0014_j0000,left_arm,branch,left,14
S_m0028_a0014_j0000,right_arm,branch,right,14
S_m0029_a0001_j0000,upper_arm,upper,branch,29
S_m0029_a0001_j0000,left_arm,branch,left,1
S_m0029_a0001_j0000,right_arm,branch,right,28
S_m0029_a0002_j0000,upper_arm,upper,branch,29
S_m0029_a0002_j0000,left_arm,branch,left,2
S_m0029_a0002_j0000,right_arm,branch,right,27
S_m0029_a0003_j0000,upper_arm,upper,branch,29
S_m0029_a0003_j0000,left_arm,branch,left,3
S_m0029_a0003_j0000,right_arm,branch,right,26
S_m0029_a0004_j0000,upper_arm,upper,branch,29
S_m0029_a0004_j0000,left_arm,branch,left,4
S_m0029_a0004_j0000,right_arm,branch,right,25
S_m0029_a0005_j0000,upper_arm,upper,branch,29
S_m0029_a0005_j0000,left_arm,branch,left,5
S_m0029_a0005_j0000,right_arm,branch,right,24
S_m0029_a0006_j0000,upper_arm,upper,branch,29
S_m0029_a0006_j0000,left_arm,branch,left,6
S_m0029_a0006_j0000,right_arm,branch,right,23
S_m0029_a0007_j0000,upper_arm,upper,branch,29
